ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
79	诸葛亮	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist		5	1	30003	《隆中对》定下天下三分之计，七星坛借来火烧赤壁之风。神机妙算，空城计吓退司马百万雄兵。武侯，智谋无双。	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png												sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.12	
80	孙尚香	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist		5	2	30003	周瑜定下的计谋，结果假婚成真姻。孙尚香和刘备结为连理后，在刘备被软禁期间，帮助刘备冷箭不放，智回荆州。	4	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png											Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.12	
81	姜维	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	1	30002	诸葛亮北伐时期收降，并亲授姜维《兵书二十四篇》。姜维蜀汉后期的大将军，守卫蜀汉的安全，后随后主刘禅投降。	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
82	诸葛果	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist		5	1	30002	诸葛亮与黄月英的女儿。相传，诸葛果在成都避战乱，最终修成仙道，羽化升天。	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
83	庞统	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist		5	1	30002	庞统，卧龙凤雏中的凤雏，入曹营献连环计，终实现火烧赤壁，大败曹军。后助刘备收服刘璋，占据巴蜀之地。	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
84	黄忠	106	82	89	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	1	30001	黄忠自同魏延投靠刘备后，屡立战功。他常先登陷阵，勇毅冠三军。定军山一战大显神威，击败魏国名将夏侯渊。	1	ArmyFormation/zhuixingzhen.tmx	40021	2000	heroHead/50016.png	heroCard/40016.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
85	董卓	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist		5	4	30001	混世魔王，倒行逆施，国家制度朝令夕改，严重阻碍了整个国家政权机器的正常运转。制造火烧洛阳的惨案。	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png												sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.12	
86	吕布	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist		5	4	30001	马中赤兔，人中吕布。天下无双的猛将，力战三英，一支方天画戟无人可敌。为救刘备于水火，辕门射戟，威震三军。	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png											Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.12	
87	貂蝉	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist		5	4	30003	为报答义父的恩情，施展美人计，后弑杀董卓，同吕布终成眷属。闭月羞花中的闭月，中国四大美女之一。	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png												sound/skillRelasebefor/diaochan/diaochan.mp3	0.12	
88	张角	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist		5	4	30002	张角太平道的创始人，自称大贤良师，发动汉末时期最大规模的起义，曾多次与皇甫嵩交战，各有胜负。	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png											Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.12	
89	蔡文姬	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	4	30004	蔡邕之女，精于天文数理，博学能文，又善诗赋，兼长辩才与音律。后远嫁匈奴左贤王，曹操做丞相时赎回。	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png												sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.12	
90	吕玲绮	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist		5	4	30001	吕布之女，虽不及父亲勇猛，但也是千人敌。绝色无双，头戴凤冠，于万军中依旧来去自如。	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png											Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.12	
91	华佗	69	108	81	1	85	400	300	liubei_plist	50	huangbao_plist		5	4	30004	神医华佗，麻沸散和五禽戏的创造者。三国第一医师，曾为关羽刮骨疗毒，为曹操治疗头风。	1	ArmyFormation/changshezhen.tmx	40032	5000	heroHead/50030.png	heroCard/40030.png												sound/skillRelasebefor/huatuo/huatuo.mp3	0.12	
92	祝融	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		5	4	30002	蛮王孟获之妻，火神后裔。祝融随蛮王共同统治南中之地，爱民如子，受百姓爱戴。	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
93	曹操	89	89	99	1	95	400	300	chaochao_plist	50	mozhua_plist		5	3	30002	三国有名的军事家，政治家，文学家，统一中国北方，并实行一系列政策恢复经济生产和社会秩序，奠定了曹魏立国的基础。	4	ArmyFormation/heyizhen.tmx	40047	5000	heroHead/50045.png	heroCard/40045.png											Dialogue/caocao.png	sound/skillRelasebefor/caocao/caocao.mp3	0.12	
94	司马懿	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	司马懿辅佐了魏国四代的托孤辅政之重臣，后期成为掌控魏国朝政的权臣。一生中多次与诸葛亮对阵，各有胜败。	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png												sound/skillRelasebefor/simayi/simayi.mp3	0.12	
95	甄姬	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist		5	3	30002	文昭甄皇后少时就懂救济乡里，后先后嫁给袁熙，曹丕，孝顺婆婆，著有诗歌《塘上行》。	4	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png												sound/skillRelasebefor/zhengji/zhengji.mp3	0.12	
96	夏侯惇	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	夏侯惇好学、专师，虽身在军旅，但也会亲自迎接老师来讲学。为人刚烈，但生性俭朴，一生淡泊，有多余家财便会分及部下。	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png												sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.12	
97	张辽	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	3	30001	五子良将之首，合肥之战率领八百人偷袭孙权，所向披靡，斩杀孙权两员大将。一生皆在马上度过，为曹操统一北方立下汗马功劳。	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png												sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.12	
98	司马昭	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	3	30002	司马昭西晋王朝的奠基人，朝廷四方皆为之效死，魏文帝曹髦刺杀司马昭，反被斩杀。	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
99	邓艾	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist		5	3	30003	邓艾得司马懿举荐，为曹魏后期的政治稳定起到至关重要的作用，后偷渡阴平，逼降蜀汉皇帝刘禅。	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
100	张春华	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist		5	3	30004	司马懿之妻，其人当机立断，性格刚直，智慧见识过人。育有三子，司马师，司马昭，司马干皆是文武全才。	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
101	夏侯渊	105	78	94	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	夏侯渊是一位非常出色的军事将领，擅长打运动战，兴固之战以少胜多击败韩遂。凉州各族的族长见之丧胆。	1	ArmyFormation/gouxingzhen.tmx	40062	2000	heroHead/50060.png	heroCard/40060.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
102	荀攸	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist		5	3	30003	荀攸多谋深算，心思缜密，明智而能保守机密，自从随曹操四处征战，常常运筹帷幄，助曹操胜强大的袁绍于官渡。	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
103	荀彧	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	荀家八龙之一，为曹操举荐郭嘉，陈群、杜畿、司马懿，等名士，后都成为魏国重臣。	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.12	
104	贾诩	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist		5	3	30002	贾诩智谋天下无双，董卓死后，为李催，郭汜献计成功赶走吕布。后贾诩投降曹魏后，使用离间计搞垮马超和韩遂军团。	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
105	孙权	83	88	93	1	95	400	300	sunquan_plist	50	moyun_plist		5	2	30003	吴大帝孙权，兄长孙策被行刺后，统领江东。吴国与魏国对立时，毅然选择和刘备同盟，发动赤壁之战。	1	ArmyFormation/yanxingzhen.tmx	40069	5000	heroHead/50067.png	heroCard/40067.png												sound/skillRelasebefor/sunquan/sunquan.mp3	0.12	
106	孙策	106	81	101	1	100	140	300	ganling_plist	50	ziyun_plist		5	2	30001	孙策跟随袁术屡屡受挫，后用玉玺借来袁术精兵，横扫吴会，成就一番自己的事业。	2	ArmyFormation/gouxingzhen.tmx	40070	5000	heroHead/50068.png	heroCard/40068.png												sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
107	甘宁	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist		5	2	30001	甘宁“少有气力，好游侠”。曾濡须口夜袭曹营，合肥大战持双戟断后，立下赫赫战功。他被孙权誉为吴国可与张辽匹敌之人。	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png												sound/skillRelasebefor/ganning/ganning.mp3	0.12	
108	太史慈	103	79	94	1	100	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	太史慈为救北海孔融，只身一人去找刘备做援军。后原为刘繇部下，被孙策收降，射术是史上有名的。	6	ArmyFormation/zhuixingzhen.tmx	40071	5000	heroHead/50070.png	heroCard/40070.png												sound/skillRelasebefor/taishici/taishici.mp3	0.12	
109	周瑜	87	107	102	1	85	400	400	zhouyu_plist	50	huoyan_plist		5	2	30002	有美周郎的美誉，吴国重臣，演绎一场大火，染红赤壁，奠定三分天下的基础。真是世间豪杰英雄士、江左风流美丈夫。	4	ArmyFormation/changshezhen.tmx	40006	5000	heroHead/50071.png	heroCard/40071.png												sound/skillRelasebefor/zhouyu/zhouyu.mp3	0.12	
110	大乔	82	98	91	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	大乔知书达礼，通音律，晓诗文，尤其女红一事更是名闻遐迩。后嫁给江东“小霸王”孙策。	1	ArmyFormation/changshezhen.tmx	40072	5000	heroHead/50052.png	heroCard/40052.png												sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
111	小乔	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	小乔国色流离，资貌绝伦，追随周瑜，真是两情相惬，恩爱缠绵。	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png												sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
112	吕蒙	102	84	99	1	95	140	400	ganling_plist	50	ziyun_plist		5	2	30001	吕蒙跟随周瑜、程普等人在赤壁大破曹操。白衣渡江，荆州一战，胜关羽，大大扩大江东版图。	6	ArmyFormation/heyizhen.tmx	40074	5000	heroHead/50074.png	heroCard/40074.png												sound/skillRelasebefor/lvmeng/lvmeng.mp3	0.12	
113	孙坚	101	71	89	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	孙坚容貌不凡，性阔达，好奇节，汉末群雄之一。十八路诸侯讨伐董卓时，兵威进洛，重挫董卓，吕布。	5	ArmyFormation/heyizhen.tmx	40077	2000	heroHead/50077.png	heroCard/40077.png											Dialogue/sunjian.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
114	貂蝉(幻)	103	113	126	1	85	400	300	diaocan_plist	50	moyun_plist		6	4	30003	幻化貂蝉乃三国第一美女，擅长攻心计和使用魅惑之术，同吕布归隐时被张角所擒沦为魔将。	1	ArmyFormation/changshezhen.tmx	40089	5000	heroHead/60114.png	heroCard/11460.png	heroCard/11461.png	heroCard/11462.png	heroCard/11463.png	heroCard/11464.png	heroCard/11465.png	heroCard/11466.png	heroCard/11467.png	heroCard/11467.png	heroCard/11467.png	heroCard/11467.png		sound/skillRelasebefor/diaochan/diaochan.mp3	0.15	
115	祝融(幻)	116	105	118	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		6	4	30002	幻化祝融乃火神后裔，传承烈焰之力，擅长绝地反击，天命之子座七将之一。	6	ArmyFormation/zhuixingzhen.tmx	40090	2000	heroHead/60115.png	heroCard/11560.png	heroCard/11561.png	heroCard/11562.png	heroCard/11563.png	heroCard/11564.png	heroCard/11565.png	heroCard/11566.png	heroCard/11567.png	heroCard/11567.png	heroCard/11567.png	heroCard/11567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
116	小乔(幻)	103	120	115	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	2	30004	幻化小乔乃三国四大美人之一，有东吴貂蝉之称，擅长使用治疗之术，追随公瑾东征西讨多年，终与其结喜结连理。	4	ArmyFormation/yuanxingzhen.tmx	40091	5000	heroHead/60116.png	heroCard/11660.png	heroCard/11661.png	heroCard/11662.png	heroCard/11663.png	heroCard/11664.png	heroCard/11665.png	heroCard/11666.png	heroCard/11667.png	heroCard/11667.png	heroCard/11667.png	heroCard/11667.png		sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.15	
117	张飞(幻)	127	106	114	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化张飞乃当世猛将，一身虎力难逢敌手，苦于官府压迫只能沦为山贼。	2	ArmyFormation/gouxingzhen.tmx	40092	5000	heroHead/60117.png	heroCard/11760.png	heroCard/11761.png	heroCard/11762.png	heroCard/11763.png	heroCard/11764.png	heroCard/11765.png	heroCard/11766.png	heroCard/11767.png	heroCard/11767.png	heroCard/11767.png	heroCard/11767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
118	孙尚香(幻)	111	117	116	1	95	400	300	diaocan_plist	50	moyun_plist		6	2	30003	幻化孙尚香乃东吴郡主，三国时代少有擅长武力的美女，一身本领尽得兄长孙策真传。	4	ArmyFormation/heyizhen.tmx	40093	5000	heroHead/60118.png	heroCard/11860.png	heroCard/11861.png	heroCard/11862.png	heroCard/11863.png	heroCard/11864.png	heroCard/11865.png	heroCard/11866.png	heroCard/11867.png	heroCard/11867.png	heroCard/11867.png	heroCard/11867.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
119	刘备(幻)	110	108	117	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化刘备乃蜀国创建者，擅长仁政治天下，初期以草鞋为生在追随主角开始逐步展示个人才能。	2	ArmyFormation/heyizhen.tmx	40094	5000	heroHead/60119.png	heroCard/11960.png	heroCard/11961.png	heroCard/11962.png	heroCard/11963.png	heroCard/11964.png	heroCard/11965.png	heroCard/11966.png	heroCard/11967.png	heroCard/11967.png	heroCard/11967.png	heroCard/11967.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
120	诸葛亮(幻)	102	129	129	1	85	400	400	zhengmi_plist	50	jianshu_plist		6	1	30003	幻化诸葛亮乃三国第一谋士，精通天文地理，擅长借用自然之力为我所用，天命之子七将之一。	3	ArmyFormation/changshezhen.tmx	40095	5000	heroHead/60120.png	heroCard/12060.png	heroCard/12061.png	heroCard/12062.png	heroCard/12063.png	heroCard/12064.png	heroCard/12065.png	heroCard/12066.png	heroCard/12067.png	heroCard/12067.png	heroCard/12067.png	heroCard/12067.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
121	吕玲绮(幻)	122	109	114	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	4	30001	幻化吕玲绮乃南华老仙之徒，习得仙家之法，虽碍于仙法不能对凡人所用限制，但一身武力远非常人能比。	2	ArmyFormation/gouxingzhen.tmx	40096	5000	heroHead/60121.png	heroCard/12160.png	heroCard/12161.png	heroCard/12162.png	heroCard/12163.png	heroCard/12164.png	heroCard/12165.png	heroCard/12166.png	heroCard/12167.png	heroCard/12167.png	heroCard/12167.png	heroCard/12167.png		sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.15	
122	夏侯惇(幻)	119	100	116	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	幻化夏侯惇乃魏国上将，一身武力难逢敌手，随曹操一统北方做出巨大贡献，曹操败亡后跟随天命之子讨伐张角，	6	ArmyFormation/zhuixingzhen.tmx	40097	5000	heroHead/60122.png	heroCard/12260.png	heroCard/12261.png	heroCard/12262.png	heroCard/12263.png	heroCard/12264.png	heroCard/12265.png	heroCard/12266.png	heroCard/12267.png	heroCard/12267.png	heroCard/12267.png	heroCard/12267.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
123	甄姬(幻)	115	129	127	1	95	400	400	huangyueyin_plist	50	mozhua_plist		6	4	30002	幻化甄姬乃洛神转世，天生能使用仙家法术，擅长使用冰冻之术，天命之子七武将之一。	3	ArmyFormation/yanxingzhen.tmx	40098	5000	heroHead/60123.png	heroCard/12360.png	heroCard/12361.png	heroCard/12362.png	heroCard/12363.png	heroCard/12364.png	heroCard/12365.png	heroCard/12366.png	heroCard/12367.png	heroCard/12367.png	heroCard/12367.png	heroCard/12367.png		sound/skillRelasebefor/zhengji/zhengji.mp3	0.15	
124	蔡文姬(幻)	100	116	112	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	4	30004	幻化蔡文姬擅长诗词歌赋，精通天文地理，在战争爆发后，蔡文姬化身为医生，游走在战场最前端。	4	ArmyFormation/yuanxingzhen.tmx	40099	5000	heroHead/60124.png	heroCard/12460.png	heroCard/12461.png	heroCard/12462.png	heroCard/12463.png	heroCard/12464.png	heroCard/12465.png	heroCard/12466.png	heroCard/12467.png	heroCard/12467.png	heroCard/12467.png	heroCard/12467.png		sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.15	
125	周瑜(幻)	101	128	128	1	85	400	400	huangyueyin_plist	50	huoyan_plist		6	2	30002	幻化周瑜是少有的将智慧、美貌、武力集于一身的名将，擅长火攻之术，在讨伐张角战斗中充分展示其个人才华。	4	ArmyFormation/changshezhen.tmx	40100	5000	heroHead/60125.png	heroCard/12560.png	heroCard/12561.png	heroCard/12562.png	heroCard/12563.png	heroCard/12564.png	heroCard/12565.png	heroCard/12566.png	heroCard/12567.png	heroCard/12567.png	heroCard/12567.png	heroCard/12567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
126	张辽(幻)	115	103	119	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	幻化张辽乃曹操手下最强武将之一，智勇过人，曾伴随曹操东征西讨，为一统北方做出巨大贡献。	1	ArmyFormation/changshezhen.tmx	40101	5000	heroHead/60126.png	heroCard/12660.png	heroCard/12661.png	heroCard/12662.png	heroCard/12663.png	heroCard/12664.png	heroCard/12665.png	heroCard/12666.png	heroCard/12667.png	heroCard/12667.png	heroCard/12667.png	heroCard/12667.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
127	关羽(幻)	126	108	115	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化关羽乃五虎之首，号称武圣转世，拥有一夫当关万夫莫开之勇，天命之子七将之一。	6	ArmyFormation/zhuixingzhen.tmx	40102	5000	heroHead/60127.png	heroCard/12760.png	heroCard/12761.png	heroCard/12762.png	heroCard/12763.png	heroCard/12764.png	heroCard/12765.png	heroCard/12766.png	heroCard/12767.png	heroCard/12767.png	heroCard/12767.png	heroCard/12767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
128	曹操(幻)	110	109	119	1	95	400	300	huangyueyin_plist	50	mozhua_plist		6	3	30002	幻化曹操是三国有名的政治、军事家，曾一度统一北方，后因张角派遣主力僵尸军团奇袭，兵败被擒。	1	ArmyFormation/heyizhen.tmx	40106	5000	heroHead/60128.png	heroCard/12860.png	heroCard/12861.png	heroCard/12862.png	heroCard/12863.png	heroCard/12864.png	heroCard/12865.png	heroCard/12866.png	heroCard/12867.png	heroCard/12867.png	heroCard/12867.png	heroCard/12867.png	Dialogue/caocao.png	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
129	赵云(幻)	123	117	117	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	幻化赵云乃三国有名的常胜将军，其在讨伐张角过程中勇救刘备而七闯敌营，深得张角赏识而不忍诛之。	2	ArmyFormation/gouxingzhen.tmx	40104	5000	heroHead/60129.png	heroCard/12960.png	heroCard/12961.png	heroCard/12962.png	heroCard/12963.png	heroCard/12964.png	heroCard/12965.png	heroCard/12966.png	heroCard/12967.png	heroCard/12967.png	heroCard/12967.png	heroCard/12967.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
130	吕布(幻)	130	118	130	1	100	140	300	diaocan_plist	50	ziyun_plist		6	4	30001	幻化吕布乃是张角麾下最强魔将，手持方天画戟胯下赤兔胭脂兽，纵横战场无人能敌。	6	ArmyFormation/zhuixingzhen.tmx	40103	5000	heroHead/60130.png	heroCard/13060.png	heroCard/13061.png	heroCard/13062.png	heroCard/13063.png	heroCard/13064.png	heroCard/13065.png	heroCard/13066.png	heroCard/13067.png	heroCard/13067.png	heroCard/13067.png	heroCard/13067.png	Dialogue/lvbu.png	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
131	孙权(幻)	108	109	115	1	95	400	300	diaocan_plist	50	moyun_plist		6	2	30003	幻化孙权乃吴国最高统帅，擅长治国安邦，乱世中虎口夺食，创立吴国为东吴民众敬仰。	1	ArmyFormation/yanxingzhen.tmx	40105	5000	heroHead/60131.png	heroCard/13160.png	heroCard/13161.png	heroCard/13162.png	heroCard/13163.png	heroCard/13164.png	heroCard/13165.png	heroCard/13166.png	heroCard/13167.png	heroCard/13167.png	heroCard/13167.png	heroCard/13167.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
132	陆逊(现)	110	123	121	1	100	400	300	huangyueyin_plist	50	mozhua_plist		6	2	30002	穿越而来的现代神将陆逊，掌握了雷霆法术，千万别被她迷人外表而忽略了她的实力。	4	ArmyFormation/yanxingzhen.tmx	40107	5000	heroHead/60132.png	heroCard/13260.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png	heroCard/13261.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
133	丁奉(现)	117	105	118	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	2	30001	穿越而来的现代神将丁奉，掌握了修罗之力，在她面前敌将的攻击将成为成为她存活的养分。	1	ArmyFormation/yanxingzhen.tmx	40108	5000	heroHead/60133.png	heroCard/13360.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png	heroCard/13361.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
134	郭嘉(现)	101	123	128	1	95	400	300	zhengmi_plist	50	moyun_plist		6	3	30003	穿越而来的现代神将郭嘉，掌握了无上仙法，她的出现将打破现在格局，第一辅助诸葛亮将感受到从未有过的威胁。	1	ArmyFormation/yanxingzhen.tmx	40109	5000	heroHead/60134.png	heroCard/13460.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png	heroCard/13461.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
135	曹仁(现)	118	108	118	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	穿越而来的现代神将曹仁，掌握了远古秘术，在她面前你会感受到从未有过的无力感。	6	ArmyFormation/yanxingzhen.tmx	40110	5000	heroHead/60135.png	heroCard/13560.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png	heroCard/13561.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
136	于吉(现)	113	125	118	1	95	400	300	diaocan_plist	50	moyun_plist		6	4	30003	穿越而来的现代神将于吉，掌握了生存大道，她的出现将是一场增益的颠覆盛宴。	1	ArmyFormation/yanxingzhen.tmx	40111	5000	heroHead/60136.png	heroCard/13660.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png	heroCard/13661.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
137	左慈(现)	117	130	130	1	95	400	300	huangyueyin_plist	50	mozhua_plist		6	4	30002	穿越而来的现代神将左慈，掌握了神鬼之力，在她面前你会明白什么才叫真正的法术伤害。	2	ArmyFormation/yanxingzhen.tmx	40112	5000	heroHead/60137.png	heroCard/13760.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png	heroCard/13761.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
