英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	被动技能4ID	被动技能5ID	被动技能6ID	被动技能7ID	被动技能8ID	被动技能9ID	空行
85	4	神•董卓	101,085,111,085,121,000	1000071	1000045	1000103							
85	5	圣•董卓	102,085,112,085,122,000	1000071	1000045	1000103	1000104						
85	6	王•董卓	102,085,112,085,122,000	1000071	1000045	1000103	1000104	1000015					
85	7	皇•董卓	103,085,113,085,123,000	1000071	1000045	1000103	1000104	1000015	1000024				
86	1	吕布	100,086,110,086										
86	2	真•吕布	100,086,110,086	1000067									
86	3	鬼•吕布	101,086,111,086	1000067	1000081								
86	4	神•吕布	101,086,111,086	1000067	1000081	1000075							
86	5	圣•吕布	102,086,112,086	1000067	1000081	1000075	1000066						
86	6	王•吕布	102,086,112,086	1000067	1000081	1000075	1000066	1000001					
86	7	皇•吕布	103,086,113,086	1000067	1000081	1000075	1000066	1000001	1000029				
87	1	貂蝉	300,087,310,087,320,000										
87	2	真•貂蝉	300,087,310,087,320,000	1000067									
87	3	鬼•貂蝉	301,087,311,087,321,000	1000067	1000045								
87	4	神•貂蝉	301,087,311,087,321,000	1000067	1000045	1000083							
87	5	圣•貂蝉	302,087,312,087,322,000	1000067	1000045	1000083	1000053						
87	6	王•貂蝉	302,087,312,087,322,000	1000067	1000045	1000083	1000053	1000082					
87	7	皇•貂蝉	303,087,313,087,323,000	1000067	1000045	1000083	1000053	1000082	1000025				
88	1	张角	200088										
88	2	真•张角	200088	1000071									
88	3	鬼•张角	201088	1000071	1000068								
88	4	神•张角	201088	1000071	1000068	1000084							
88	5	圣•张角	202088	1000071	1000068	1000084	1000020						
88	6	王•张角	202088	1000071	1000068	1000084	1000020	1000065					
88	7	皇•张角	203088	1000071	1000068	1000084	1000020	1000065	1000030				
89	1	蔡文姬	400089										
89	2	真•蔡文姬	400089	1000073									
89	3	鬼•蔡文姬	401089	1000073	1000047								
89	4	神•蔡文姬	401089	1000073	1000047	1000077							
89	5	圣•蔡文姬	402089	1000073	1000047	1000077	1000055						
89	6	王•蔡文姬	402089	1000073	1000047	1000077	1000055	1000002					
89	7	皇•蔡文姬	403089	1000073	1000047	1000077	1000055	1000002	1000039				
90	1	吕玲绮	100,090,110,090										
90	2	真•吕玲绮	100,090,110,090	1000072									
90	3	鬼•吕玲绮	101,090,111,090	1000072	1000068								
90	4	神•吕玲绮	101,090,111,090	1000072	1000068	1000078							
90	5	圣•吕玲绮	102,090,112,090	1000072	1000068	1000078	1000054						
90	6	王•吕玲绮	102,090,112,090	1000072	1000068	1000078	1000054	1000011					
90	7	皇•吕玲绮	103,090,113,090	1000072	1000068	1000078	1000054	1000011	1000022				
91	1	华佗	400091										
91	2	真•华佗	400091	1000071									
91	3	鬼•华佗	401091	1000071	1000047								
91	4	神•华佗	401091	1000071	1000047	1000079							
91	5	圣•华佗	402091	1000071	1000047	1000079	1000002						
91	6	王•华佗	402091	1000071	1000047	1000079	1000002	1000106					
91	7	皇•华佗	403091	1000071	1000047	1000079	1000002	1000106	1000031				
92	1	祝融	200,092,210,092										
92	2	真•祝融	200,092,210,092	1000067									
92	3	鬼•祝融	201,092,211,092	1000067	1000045								
92	4	神•祝融	201,092,211,092	1000067	1000045	1000077							
92	5	圣•祝融	202,092,212,092	1000067	1000045	1000077	1000053						
92	6	王•祝融	202,092,212,092	1000067	1000045	1000077	1000053	1000022					
92	7	皇•祝融	203,092,213,092	1000067	1000045	1000077	1000053	1000022	1000064				
93	1	曹操	200,093,210,093,220,000										
93	2	真•曹操	200,093,210,093,220,000	1000067									
93	3	鬼•曹操	201,093,211,093,221,000	1000067	1000045								
93	4	神•曹操	201,093,211,093,221,000	1000067	1000045	1000103							
93	5	圣•曹操	202,093,212,093,222,000	1000067	1000045	1000103	1000097						
93	6	王•曹操	202,093,212,093,222,000	1000067	1000045	1000103	1000097	1000015					
93	7	皇•曹操	203,093,213,093,223,000	1000067	1000045	1000103	1000097	1000015	1000024				
94	1	司马懿	200,094,210,094										
94	2	真•司马懿	200,094,210,094	1000074									
94	3	鬼•司马懿	201,094,211,094	1000074	1000047								
94	4	神•司马懿	201,094,211,094	1000074	1000047	1000079							
94	5	圣•司马懿	202,094,212,094	1000074	1000047	1000079	1000055						
94	6	王•司马懿	202,094,212,094	1000074	1000047	1000079	1000055	1000002					
94	7	皇•司马懿	203,094,213,094	1000074	1000047	1000079	1000055	1000002	1000030				
95	1	甄姬	200,095,210,095										
95	2	真•甄姬	200,095,210,095	1000074									
95	3	鬼•甄姬	201,095,211,095	1000074	1000047								
95	4	神•甄姬	201,095,211,095	1000074	1000047	1000079							
95	5	圣•甄姬	202,095,212,095	1000074	1000047	1000079	1000055						
95	6	王•甄姬	202,095,212,095	1000074	1000047	1000079	1000055	1000002					
95	7	皇•甄姬	203,095,213,095	1000074	1000047	1000079	1000055	1000002	1000044				
96	1	夏侯惇	100,096,110,096										
96	2	真•夏侯惇	100,096,110,096	1000071									
96	3	鬼•夏侯惇	101,096,111,096	1000071	1000068								
96	4	神•夏侯惇	101,096,111,096	1000071	1000068	1000070							
96	5	圣•夏侯惇	102,096,112,096	1000071	1000068	1000070	1000053						
96	6	王•夏侯惇	102,096,112,096	1000071	1000068	1000070	1000053	1000032					
96	7	皇•夏侯惇	103,096,113,096	1000071	1000068	1000070	1000053	1000032	1000035				
97	1	张辽	100,097,110,097										
97	2	真•张辽	100,097,110,097	1000072									
97	3	鬼•张辽	101,097,111,097	1000072	1000081								
97	4	神•张辽	101,097,111,097	1000072	1000081	1000078							
97	5	圣•张辽	102,097,112,097	1000072	1000081	1000078	1000054						
97	6	王•张辽	102,097,112,097	1000072	1000081	1000078	1000054	1000012					
97	7	皇•张辽	103,097,113,097	1000072	1000081	1000078	1000054	1000012	1000085				
98	1	司马昭	200098										
98	2	真•司马昭	200098	1000074									
98	3	鬼•司马昭	201098	1000074	1000045								
98	4	神•司马昭	201098	1000074	1000045	1000077							
98	5	圣•司马昭	202098	1000074	1000045	1000077	1000056						
98	6	王•司马昭	202098	1000074	1000045	1000077	1000056	1000022					
98	7	皇•司马昭	203098	1000074	1000045	1000077	1000056	1000022	1000007				
99	1	邓艾	300,099,310,099										
99	2	真•邓艾	300,099,310,099	1000073									
99	3	鬼•邓艾	301,099,311,099	1000073	1000047								
99	4	神•邓艾	301,099,311,099	1000073	1000047	1000079							
99	5	圣•邓艾	302,099,312,099	1000073	1000047	1000079	1000053						
99	6	王•邓艾	302,099,312,099	1000073	1000047	1000079	1000053	1000002					
99	7	皇•邓艾	303,099,313,099	1000073	1000047	1000079	1000053	1000002	1000022				
100	1	张春华	400100										
100	2	真•张春华	400100	1000073									
100	3	鬼•张春华	401100	1000073	1000048								
100	4	神•张春华	401100	1000073	1000048	1000079							
100	5	圣•张春华	402100	1000073	1000048	1000079	1000055						
100	6	王•张春华	402100	1000073	1000048	1000079	1000055	1000002					
100	7	皇•张春华	403100	1000073	1000048	1000079	1000055	1000002	1000031				
101	1	夏侯渊	100,101,110,101										
101	2	真•夏侯渊	100,101,110,101	1000067									
101	3	鬼•夏侯渊	101,101,111,101	1000067	1000046								
101	4	神•夏侯渊	101,101,111,101	1000067	1000046	1000070							
101	5	圣•夏侯渊	102,101,112,101	1000067	1000046	1000070	1000054						
101	6	王•夏侯渊	102,101,112,101	1000067	1000046	1000070	1000054	1000001					
101	7	皇•夏侯渊	103,101,113,101	1000067	1000046	1000070	1000054	1000001	1000094				
102	1	荀攸	300102										
102	2	真•荀攸	300102	1000072									
102	3	鬼•荀攸	301102	1000072	1000045								
102	4	神•荀攸	301102	1000072	1000045	1000078							
102	5	圣•荀攸	302102	1000072	1000045	1000078	1000054						
102	6	王•荀攸	302102	1000072	1000045	1000078	1000054	1000001					
102	7	皇•荀攸	303102	1000072	1000045	1000078	1000054	1000001	1000022				
103	1	荀彧	200103										
103	2	真•荀彧	200103	1000071									
103	3	鬼•荀彧	201103	1000071	1000048								
103	4	神•荀彧	201103	1000071	1000048	1000077							
103	5	圣•荀彧	202103	1000071	1000048	1000077	1000053						
103	6	王•荀彧	202103	1000071	1000048	1000077	1000053	1000025					
103	7	皇•荀彧	203103	1000071	1000048	1000077	1000053	1000025	1000031				
104	1	贾诩	200104										
104	2	真•贾诩	200104	1000049									
104	3	鬼•贾诩	201104	1000049	1000076								
104	4	神•贾诩	201104	1000049	1000076	1000075							
104	5	圣•贾诩	202104	1000049	1000076	1000075	1000097						
104	6	王•贾诩	202104	1000049	1000076	1000075	1000097	1000065					
104	7	皇•贾诩	203104	1000049	1000076	1000075	1000097	1000065	1000086				
105	1	孙权	300,105,310,105,320,000										
105	2	真•孙权	300,105,310,105,320,000	1000071									
105	3	鬼•孙权	301,105,311,105,321,000	1000071	1000045								
105	4	神•孙权	301,105,311,105,321,000	1000071	1000045	1000103							
105	5	圣•孙权	302,105,312,105,322,000	1000071	1000045	1000103	1000097						
105	6	王•孙权	302,105,312,105,322,000	1000071	1000045	1000103	1000097	1000015					
105	7	皇•孙权	303,105,313,105,323,000	1000071	1000045	1000103	1000097	1000015	1000024				
106	1	孙策	100,106,110,106										
106	2	真•孙策	100,106,110,106	1000072									
106	3	鬼•孙策	101,106,111,106	1000072	1000050								
106	4	神•孙策	101,106,111,106	1000072	1000050	1000076							
106	5	圣•孙策	102,106,112,106	1000072	1000050	1000076	1000104						
106	6	王•孙策	102,106,112,106	1000072	1000050	1000076	1000104	1000105					
106	7	皇•孙策	103,106,113,106	1000072	1000050	1000076	1000104	1000105	1000029				
107	1	甘宁	100107										
107	2	真•甘宁	100107	1000071									
107	3	鬼•甘宁	101107	1000071	1000068								
107	4	神•甘宁	101107	1000071	1000068	1000008							
107	5	圣•甘宁	102107	1000071	1000068	1000008	1000021						
107	6	王•甘宁	102107	1000071	1000068	1000008	1000021	1000001					
107	7	皇•甘宁	103107	1000071	1000068	1000008	1000021	1000001	1000035				
108	1	太史慈	100108										
108	2	真•太史慈	100108	1000072									
108	3	鬼•太史慈	101108	1000072	1000046								
108	4	神•太史慈	101108	1000072	1000046	1000078							
108	5	圣•太史慈	102108	1000072	1000046	1000078	1000054						
108	6	王•太史慈	102108	1000072	1000046	1000078	1000054	1000001					
108	7	皇•太史慈	103108	1000072	1000046	1000078	1000054	1000001	1000094				
109	1	周瑜	200109										
109	2	真•周瑜	200109	1000073									
109	3	鬼•周瑜	201109	1000073	1000047								
109	4	神•周瑜	201109	1000073	1000047	1000079							
109	5	圣•周瑜	202109	1000073	1000047	1000079	1000055						
109	6	王•周瑜	202109	1000073	1000047	1000079	1000055	1000022					
109	7	皇•周瑜	203109	1000073	1000047	1000079	1000055	1000022	1000065				
110	1	大乔	400110										
110	2	真•大乔	400110	1000074									
110	3	鬼•大乔	401110	1000074	1000047								
110	4	神•大乔	401110	1000074	1000047	1000079							
110	5	圣•大乔	402110	1000074	1000047	1000079	1000055						
110	6	王•大乔	402110	1000074	1000047	1000079	1000055	1000002					
110	7	皇•大乔	403110	1000074	1000047	1000079	1000055	1000002	1000034				
111	1	小乔	400111										
111	2	真•小乔	400111	1000074									
111	3	鬼•小乔	401111	1000074	1000047								
111	4	神•小乔	401111	1000074	1000047	1000079							
111	5	圣•小乔	402111	1000074	1000047	1000079	1000055						
111	6	王•小乔	402111	1000074	1000047	1000079	1000055	1000002					
111	7	皇•小乔	403111	1000074	1000047	1000079	1000055	1000002	1000031				
112	1	吕蒙	100112										
112	2	真•吕蒙	100112	1000071									
112	3	鬼•吕蒙	101112	1000071	1000068								
112	4	神•吕蒙	101112	1000071	1000068	1000078							
112	5	圣•吕蒙	102112	1000071	1000068	1000078	1000008						
112	6	王•吕蒙	102112	1000071	1000068	1000078	1000008	1000025					
112	7	皇•吕蒙	103112	1000071	1000068	1000078	1000008	1000025	1000032				
113	1	孙坚	100113										
113	2	真•孙坚	100113	1000071									
113	3	鬼•孙坚	101113	1000071	1000045								
113	4	神•孙坚	101113	1000071	1000045	1000078							
113	5	圣•孙坚	102113	1000071	1000045	1000078	1000054						
113	6	王•孙坚	102113	1000071	1000045	1000078	1000054	1000001					
113	7	皇•孙坚	103113	1000071	1000045	1000078	1000054	1000001	1000038				
114	1	貂蝉(幻)	300,114,310,114,320,000										
114	2	真•貂蝉(幻)	300,114,310,114,320,000	1000067									
114	3	鬼•貂蝉(幻)	301,114,311,114,321,000	1000067	1000108								
114	4	神•貂蝉(幻)	301,114,311,114,321,000	1000067	1000108	1000148							
114	5	圣•貂蝉(幻)	302,114,312,114,322,000	1000067	1000108	1000148	1000043						
114	6	王•貂蝉(幻)	302,114,312,114,322,000	1000067	1000108	1000148	1000043	1000149					
114	7	皇•貂蝉(幻)	303,114,313,114,323,000	1000067	1000108	1000148	1000043	1000149	1000146				
114	8	道•貂蝉(幻)	303,114,313,114,323,000	1000067	1000108	1000148	1000043	1000149	1000146				
114	9	魔•貂蝉(幻)	303,114,313,114,323,000	1000067	1000108	1000148	1000043	1000149	1000146				
114	10	灭•貂蝉(幻)	303,114,313,114,323,000	1000067	1000108	1000148	1000043	1000149	1000146				
115	1	祝融(幻)	200,115,210,115										
115	2	真•祝融(幻)	200,115,210,115	1000067									
115	3	鬼•祝融(幻)	201,115,211,115	1000067	1000045								
115	4	神•祝融(幻)	201,115,211,115	1000067	1000045	1000120							
115	5	圣•祝融(幻)	202,115,212,115	1000067	1000045	1000120	1000000						
115	6	王•祝融(幻)	202,115,212,115	1000067	1000045	1000120	1000000	1000043					
115	7	皇•祝融(幻)	203,115,213,115	1000067	1000045	1000120	1000000	1000043	1000134				
115	8	道•祝融(幻)	203,115,213,115	1000067	1000045	1000120	1000000	1000043	1000134				
115	9	魔•祝融(幻)	203,115,213,115	1000067	1000045	1000120	1000000	1000043	1000134				
115	10	灭•祝融(幻)	203,115,213,115	1000067	1000045	1000120	1000000	1000043	1000134				
116	1	小乔(幻)	400116										
116	2	真•小乔(幻)	400116	1000073									
116	3	鬼•小乔(幻)	401116	1000073	1000047								
116	4	神•小乔(幻)	401116	1000073	1000047	1000117							
116	5	圣•小乔(幻)	402116	1000073	1000047	1000117	1000135						
116	6	王•小乔(幻)	402116	1000073	1000047	1000117	1000135	1000115					
116	7	皇•小乔(幻)	403116	1000073	1000047	1000117	1000135	1000115	1000136				
116	8	道•小乔(幻)	403116	1000073	1000047	1000117	1000135	1000115	1000136				
116	9	魔•小乔(幻)	403116	1000073	1000047	1000117	1000135	1000115	1000136				
116	10	灭•小乔(幻)	403116	1000073	1000047	1000117	1000135	1000115	1000136				
117	1	张飞(幻)	100,117,110,117										
117	2	真•张飞(幻)	100,117,110,117	1000067									
117	3	鬼•张飞(幻)	101,117,111,117	1000067	1000046								
117	4	神•张飞(幻)	101,117,111,117	1000067	1000046	1000131							
117	5	圣•张飞(幻)	102,117,112,117	1000067	1000046	1000131	1000001						
117	6	王•张飞(幻)	102,117,112,117	1000067	1000046	1000131	1000001	1000107					
117	7	皇•张飞(幻)	103,117,113,117	1000067	1000046	1000131	1000001	1000107	1000063				
117	8	道•张飞(幻)	103,117,113,117	1000067	1000046	1000131	1000001	1000107	1000063				
117	9	魔•张飞(幻)	103,117,113,117	1000067	1000046	1000131	1000001	1000107	1000063				
117	10	灭•张飞(幻)	103,117,113,117	1000067	1000046	1000131	1000001	1000107	1000063				
118	1	孙尚香(幻)	300118										
118	2	真•孙尚香(幻)	300118	1000071									
118	3	鬼•孙尚香(幻)	301118	1000071	1000047								
118	4	神•孙尚香(幻)	301118	1000071	1000047	1000065							
118	5	圣•孙尚香(幻)	302118	1000071	1000047	1000065	1000002						
118	6	王•孙尚香(幻)	302118	1000071	1000047	1000065	1000002	1000006					
118	7	皇•孙尚香(幻)	303118	1000071	1000047	1000065	1000002	1000006	1000088				
118	8	道•孙尚香(幻)	303118	1000071	1000047	1000065	1000002	1000006	1000088				
118	9	魔•孙尚香(幻)	303118	1000071	1000047	1000065	1000002	1000006	1000088				
118	10	灭•孙尚香(幻)	303118	1000071	1000047	1000065	1000002	1000006	1000088				
119	1	刘备(幻)	100,119,110,119,120,000										
119	2	真•刘备(幻)	100,119,110,119,120,000	1000071									
119	3	鬼•刘备(幻)	101,119,111,119,121,000	1000071	1000045								
119	4	神•刘备(幻)	101,119,111,119,121,000	1000071	1000045	1000137							
119	5	圣•刘备(幻)	102,119,112,119,122,000	1000071	1000045	1000137	1000125						
119	6	王•刘备(幻)	102,119,112,119,122,000	1000071	1000045	1000137	1000125	1000099					
119	7	皇•刘备(幻)	103,119,113,119,123,000	1000071	1000045	1000137	1000125	1000099	1000122				
119	8	道•刘备(幻)	103,119,113,119,123,000	1000071	1000045	1000137	1000125	1000099	1000122				
119	9	魔•刘备(幻)	103,119,113,119,123,000	1000071	1000045	1000137	1000125	1000099	1000122				
119	10	灭•刘备(幻)	103,119,113,119,123,000	1000071	1000045	1000137	1000125	1000099	1000122				
120	1	诸葛亮(幻)	300,120,310,120										
120	2	真•诸葛亮(幻)	300,120,310,120	1000074									
120	3	鬼•诸葛亮(幻)	301,120,311,120	1000074	1000045								
120	4	神•诸葛亮(幻)	301,120,311,120	1000074	1000045	1000117							
120	5	圣•诸葛亮(幻)	302,120,312,120	1000074	1000045	1000117	1000118						
120	6	王•诸葛亮(幻)	302,120,312,120	1000074	1000045	1000117	1000118	1000119					
120	7	皇•诸葛亮(幻)	303,120,313,120	1000074	1000045	1000117	1000118	1000119	1000030				
120	8	道•诸葛亮(幻)	303,120,313,120	1000074	1000045	1000117	1000118	1000119	1000030				
120	9	魔•诸葛亮(幻)	303,120,313,120	1000074	1000045	1000117	1000118	1000119	1000030				
120	10	灭•诸葛亮(幻)	303,120,313,120	1000074	1000045	1000117	1000118	1000119	1000030				
121	1	吕玲绮(幻)	100,121,110,121										
121	2	真•吕玲绮(幻)	100,121,110,121	1000072									
121	3	鬼•吕玲绮(幻)	101,121,111,121	1000072	1000068								
121	4	神•吕玲绮(幻)	101,121,111,121	1000072	1000068	1000014							
121	5	圣•吕玲绮(幻)	102,121,112,121	1000072	1000068	1000014	1000001						
121	6	王•吕玲绮(幻)	102,121,112,121	1000072	1000068	1000014	1000001	1000009					
121	7	皇•吕玲绮(幻)	103,121,113,121	1000072	1000068	1000014	1000001	1000009	1000090				
121	8	道•吕玲绮(幻)	103,121,113,121	1000072	1000068	1000014	1000001	1000009	1000090				
121	9	魔•吕玲绮(幻)	103,121,113,121	1000072	1000068	1000014	1000001	1000009	1000090				
121	10	灭•吕玲绮(幻)	103,121,113,121	1000072	1000068	1000014	1000001	1000009	1000090				
122	1	夏侯惇(幻)	100,122,110,122										
122	2	真•夏侯惇(幻)	100,122,110,122	1000071									
122	3	鬼•夏侯惇(幻)	101,122,111,122	1000071	1000068								
122	4	神•夏侯惇(幻)	101,122,111,122	1000071	1000068	1000120							
122	5	圣•夏侯惇(幻)	102,122,112,122	1000071	1000068	1000120	1000043						
122	6	王•夏侯惇(幻)	102,122,112,122	1000071	1000068	1000120	1000043	1000128					
122	7	皇•夏侯惇(幻)	103,122,113,122	1000071	1000068	1000120	1000043	1000128	1000138				
122	8	道•夏侯惇(幻)	103,122,113,122	1000071	1000068	1000120	1000043	1000128	1000138				
122	9	魔•夏侯惇(幻)	103,122,113,122	1000071	1000068	1000120	1000043	1000128	1000138				
122	10	灭•夏侯惇(幻)	103,122,113,122	1000071	1000068	1000120	1000043	1000128	1000138				
123	1	甄姬(幻)	200,123,210,123										
123	2	真•甄姬(幻)	200,123,210,123	1000071									
123	3	鬼•甄姬(幻)	201,123,211,123	1000071	1000047								
123	4	神•甄姬(幻)	201,123,211,123	1000071	1000047	1000121							
123	5	圣•甄姬(幻)	202,123,212,123	1000071	1000047	1000121	1000092						
123	6	王•甄姬(幻)	202,123,212,123	1000071	1000047	1000121	1000092	1000006					
123	7	皇•甄姬(幻)	203,123,213,123	1000071	1000047	1000121	1000092	1000006	1000030				
123	8	道•甄姬(幻)	203,123,213,123	1000071	1000047	1000121	1000092	1000006	1000030				
123	9	魔•甄姬(幻)	203,123,213,123	1000071	1000047	1000121	1000092	1000006	1000030				
123	10	灭•甄姬(幻)	203,123,213,123	1000071	1000047	1000121	1000092	1000006	1000030				
124	1	蔡文姬(幻)	400124										
124	2	真•蔡文姬(幻)	400124	1000073									
124	3	鬼•蔡文姬(幻)	401124	1000073	1000047								
124	4	神•蔡文姬(幻)	401124	1000073	1000047	1000139							
124	5	圣•蔡文姬(幻)	402124	1000073	1000047	1000139	1000002						
124	6	王•蔡文姬(幻)	402124	1000073	1000047	1000139	1000002	1000009					
124	7	皇•蔡文姬(幻)	403124	1000073	1000047	1000139	1000002	1000009	1000122				
124	8	道•蔡文姬(幻)	403124	1000073	1000047	1000139	1000002	1000009	1000122				
124	9	魔•蔡文姬(幻)	403124	1000073	1000047	1000139	1000002	1000009	1000122				
124	10	灭•蔡文姬(幻)	403124	1000073	1000047	1000139	1000002	1000009	1000122				
125	1	周瑜(幻)	200125										
125	2	真•周瑜(幻)	200125	1000073									
125	3	鬼•周瑜(幻)	201125	1000073	1000047								
125	4	神•周瑜(幻)	201125	1000073	1000047	1000002							
125	5	圣•周瑜(幻)	202125	1000073	1000047	1000002	1000065						
125	6	王•周瑜(幻)	202125	1000073	1000047	1000002	1000065	1000006					
125	7	皇•周瑜(幻)	203125	1000073	1000047	1000002	1000065	1000006	1000123				
125	8	道•周瑜(幻)	203125	1000073	1000047	1000002	1000065	1000006	1000123				
125	9	魔•周瑜(幻)	203125	1000073	1000047	1000002	1000065	1000006	1000123				
125	10	灭•周瑜(幻)	203125	1000073	1000047	1000002	1000065	1000006	1000123				
126	1	张辽(幻)	100,126,110,126										
126	2	真•张辽(幻)	100,126,110,126	1000072									
126	3	鬼•张辽(幻)	101,126,111,126	1000072	1000076								
126	4	神•张辽(幻)	101,126,111,126	1000072	1000076	1000014							
126	5	圣•张辽(幻)	102,126,112,126	1000072	1000076	1000014	1000096						
126	6	王•张辽(幻)	102,126,112,126	1000072	1000076	1000014	1000096	1000005					
126	7	皇•张辽(幻)	103,126,113,126	1000072	1000076	1000014	1000096	1000005	1000085				
126	8	道•张辽(幻)	103,126,113,126	1000072	1000076	1000014	1000096	1000005	1000085				
126	9	魔•张辽(幻)	103,126,113,126	1000072	1000076	1000014	1000096	1000005	1000085				
126	10	灭•张辽(幻)	103,126,113,126	1000072	1000076	1000014	1000096	1000005	1000085				
127	1	关羽(幻)	100,127,110,127										
127	2	真•关羽(幻)	100,127,110,127	1000072									
127	3	鬼•关羽(幻)	101,127,111,127	1000072	1000076								
127	4	神•关羽(幻)	101,127,111,127	1000072	1000076	1000140							
127	5	圣•关羽(幻)	102,127,112,127	1000072	1000076	1000140	1000096						
127	6	王•关羽(幻)	102,127,112,127	1000072	1000076	1000140	1000096	1000131					
127	7	皇•关羽(幻)	103,127,113,127	1000072	1000076	1000140	1000096	1000131	1000034				
127	8	道•关羽(幻)	103,127,113,127	1000072	1000076	1000140	1000096	1000131	1000034				
127	9	魔•关羽(幻)	103,127,113,127	1000072	1000076	1000140	1000096	1000131	1000034				
127	10	灭•关羽(幻)	103,127,113,127	1000072	1000076	1000140	1000096	1000131	1000034				
128	1	曹操(幻)	200,128,210,128,220,000										
128	2	真•曹操(幻)	200,128,210,128,220,000	1000067									
128	3	鬼•曹操(幻)	201,128,211,128,221,000	1000067	1000045								
128	4	神•曹操(幻)	201,128,211,128,221,000	1000067	1000045	1000144							
128	5	圣•曹操(幻)	202,128,212,128,222,000	1000067	1000045	1000144	1000145						
128	6	王•曹操(幻)	202,128,212,128,222,000	1000067	1000045	1000144	1000145	1000099					
128	7	皇•曹操(幻)	203,128,213,128,223,000	1000067	1000045	1000144	1000145	1000099	1000122				
128	8	道•曹操(幻)	203,128,213,128,223,000	1000067	1000045	1000144	1000145	1000099	1000122				
128	9	魔•曹操(幻)	203,128,213,128,223,000	1000067	1000045	1000144	1000145	1000099	1000122				
128	10	灭•曹操(幻)	203,128,213,128,223,000	1000067	1000045	1000144	1000145	1000099	1000122				
129	1	赵云(幻)	100,129,110,129										
129	2	真•赵云(幻)	100,129,110,129	1000067									
129	3	鬼•赵云(幻)	101,129,111,129	1000067	1000076								
129	4	神•赵云(幻)	101,129,111,129	1000067	1000076	1000091							
129	5	圣•赵云(幻)	102,129,112,129	1000067	1000076	1000091	1000147						
129	6	王•赵云(幻)	102,129,112,129	1000067	1000076	1000091	1000147	1000005					
129	7	皇•赵云(幻)	103,129,113,129	1000067	1000076	1000091	1000147	1000005	1000035				
129	8	道•赵云(幻)	103,129,113,129	1000067	1000076	1000091	1000147	1000005	1000035				
129	9	魔•赵云(幻)	103,129,113,129	1000067	1000076	1000091	1000147	1000005	1000035				
129	10	灭•赵云(幻)	103,129,113,129	1000067	1000076	1000091	1000147	1000005	1000035				
130	1	吕布(幻)	100,130,110,130										
130	2	真•吕布(幻)	100,130,110,130	1000067									
130	3	鬼•吕布(幻)	101,130,111,130	1000067	1000057								
130	4	神•吕布(幻)	101,130,111,130	1000067	1000057	1000091							
130	5	圣•吕布(幻)	102,130,112,130	1000067	1000057	1000091	1000141						
130	6	王•吕布(幻)	102,130,112,130	1000067	1000057	1000091	1000141	1000063					
130	7	皇•吕布(幻)	103,130,113,130	1000067	1000057	1000091	1000141	1000063	1000142				
130	8	道•吕布(幻)	103,130,113,130	1000067	1000057	1000091	1000141	1000063	1000142				
130	9	魔•吕布(幻)	103,130,113,130	1000067	1000057	1000091	1000141	1000063	1000142				
130	10	灭•吕布(幻)	103,130,113,130	1000067	1000057	1000091	1000141	1000063	1000142				
131	1	孙权(幻)	300,131,310,131,320,000										
131	2	真•孙权(幻)	300,131,310,131,320,000	1000071									
131	3	鬼•孙权(幻)	301,131,311,131,321,000	1000071	1000045								
131	4	神•孙权(幻)	301,131,311,131,321,000	1000071	1000045	1000121							
131	5	圣•孙权(幻)	302,131,312,131,322,000	1000071	1000045	1000121	1000124						
131	6	王•孙权(幻)	302,131,312,131,322,000	1000071	1000045	1000121	1000124	1000099					
131	7	皇•孙权(幻)	303,131,313,131,323,000	1000071	1000045	1000121	1000124	1000099	1000122				
131	8	道•孙权(幻)	303,131,313,131,323,000	1000071	1000045	1000121	1000124	1000099	1000122				
131	9	魔•孙权(幻)	303,131,313,131,323,000	1000071	1000045	1000121	1000124	1000099	1000122				
131	10	灭•孙权(幻)	303,131,313,131,323,000	1000071	1000045	1000121	1000124	1000099	1000122				
132	1	陆逊(现)	200,132,210,132										
132	2	真•陆逊(现)	200,132,210,132	1000067									
132	3	鬼•陆逊(现)	201,132,211,132	1000067	1000047								
132	4	神•陆逊(现)	201,132,211,132	1000067	1000047	1000121							
132	5	圣•陆逊(现)	202,132,212,132	1000067	1000047	1000121	1000139						
132	6	王•陆逊(现)	202,132,212,132	1000067	1000047	1000121	1000139	1000006					
132	7	皇•陆逊(现)	203,132,213,132	1000067	1000047	1000121	1000139	1000006	1000101				
132	8	道•陆逊(现)	203,132,213,132	1000067	1000047	1000121	1000139	1000006	1000101				
132	9	魔•陆逊(现)	203,132,213,132	1000067	1000047	1000121	1000139	1000006	1000101				
132	10	灭•陆逊(现)	203,132,213,132	1000067	1000047	1000121	1000139	1000006	1000101				
133	1	丁奉(现)	100133										
133	2	真•丁奉(现)	100133	1000067									
133	3	鬼•丁奉(现)	101133	1000067	1000068								
133	4	神•丁奉(现)	101133	1000067	1000068	1000120							
133	5	圣•丁奉(现)	102133	1000067	1000068	1000120	1000043						
133	6	王•丁奉(现)	102133	1000067	1000068	1000120	1000043	1000131					
133	7	皇•丁奉(现)	103133	1000067	1000068	1000120	1000043	1000131	1000035				
133	8	道•丁奉(现)	103133	1000067	1000068	1000120	1000043	1000131	1000035				
133	9	魔•丁奉(现)	103133	1000067	1000068	1000120	1000043	1000131	1000035				
